id	answer
1274	"performance culture, operational execution, financial performance Benefits, shift to a contingent worker workforce model, transition of leadership team"
1275	decent pay and great coworkers bad benefits and low employee worth
1276	"If you are here, find a new company Do not come here if you are smart"
1277	"Worst company to work for. Ever. Horrible environment, terrible leadership, no respect for employees. No benefits or appreciation for anything employees do. Furloughs, no raises, terrible bonus. Very"
1278	Direct management is top notch upper level management is terrible
1279	As of now there are none There is no more flexibility.
1280	It's a job.....use to be a great company Everyone pays for the error of one person
1281	Good team membersCareer opportunities within divisions Unsure about the future with current management style
1282	"No working from home anymore, even for workers that were full time remote but you must drive in to some random office. It's CONTINUOUS lay offs, pay cuts, no raises, benefit cuts... I mean continuous!"
1283	Dave Cote strip mines the businesses and employees to make the numbers each quarter. No raises in 2 years and furloughs which resulted in a reduction in pay. Keep in mind this is taking place while th
1284	"Worked at a plant, which was difficult on my sinuses. It was only a contract job, so it only lasted a short time."
1285	Big co with many products and industry leader with changes Aggressive management is detrimental to employee moral
1286	Tuition Reimbursement. Good Networking events Constant leadership changes/ restructure. Furloughs
1287	"50+ hours a week expected (more before/after furlough weeks), week long furloughs, quarterly layoffs, out of touch management. Eliminated the ability to work from home to encourage collaboration (90%"
